"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-21",,,"66",",,7","39",",,7","51",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-22",,,"67",",,7","43",",,7","43",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-23",,,"67",",,7","43",",,7","48",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-24",,,"50",",,7","41",",,7","41",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-25",,,"50",",,7","41",",,7","41",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-26",,,"55",",,7","32",",,7","32",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-27",,,"65",",,7","32",",,7","45",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-28",,,"65",",,7","38",",,7","47",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-29",,,"71",",,7","41",",,7","50",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-30",,,"57",",,7","41",",,7","55",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-10-31",,,"69",",,7","55",",,7","62",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-01",,,"70",",,7","54",",,7","54",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-02",,,"69",",,7","46",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-03",,,"61",",,7","42",",,7","42",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-04",,,"57",",,7","38",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-05",,,"64",",,7","42",",,7","52",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-06",,,"64",",,7","50",",,7","50",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-07",,,"69",",,7","40",",,7","40",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-08",,,"43",",,7","34",",,7","34",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-09",,,"54",",,7","34",",,7","36",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-10",,,"54",",,7","36",",,7","37",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-11",,,"54",",,7","32",",,7","32",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-12",,,"47",",,7","32",",,7","32",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-13",,,"32",",,7","26",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-14",,,"35",",,7","24",",,7","31",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-15",,,"56",",,7","29",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-16",,,"55",",,7","38",",,7","48",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-17",,,"64",",,7","48",",,7","64",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-18",,,"69",",,7","60",",,7","60",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-19",,,"60",",,7","60",",S,7","60",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-20",,,"60",",,7","32",",,7","32",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-21",,,"62",",,7","32",",,7","40",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-22",,,"62",",,7","34",",,7","41",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-23",,,"56",",,7","41",",,7","43",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-24",,,"43",",,7","25",",,7","30",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-25",,,"34",",,7","20",",,7","30",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-26",,,"42",",,7","25",",,7","35",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-27",,,"36",",,7","34",",,7","36",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-28",,,"36",",,7","21",",,7","22",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-29",,,"40",",,7","19",",,7","27",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-11-30",,,"46",",,7","24",",,7","27",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-01",,,"47",",,7","27",",,7","47",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-02",,,"53",",,7","39",",,7","39",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-03",,,"58",",,7","38",",,7","40",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-04",,,"59",",,7","40",",,7","51",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-05",,,"71",",,7","50",",,7","65",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-06",,,"65",",,7","30",",,7","30",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-07",,,"35",",,7","24",",,7","24",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-08",,,"26",",,7","23",",,7","23",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-09",,,"32",",,7","23",",,7","32",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-10",,,"34",",,7","23",",,7","23",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-11",,,"32",",,7","22",",,7","22",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-12",,,"38",",,7","15",",,7","15",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-13",,,"29",",,7","12",",,7","27",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-14",,,"43",",,7","23",",,7","35",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-15",,,"42",",,7","35",",,7","36",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-16",,,"36",",,7","28",",,7","32",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-17",,,"44",",,7","32",",,7","37",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-18",,,"45",",,7","28",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-19",,,"45",",,7","28",",,7","43",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-20",,,"63",",,7","42",",,7","57",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-21",,,"64",",,7","52",",,7","61",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-22",,,"69",",,7","60",",,7","61",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-23",,,"63",",,7","34",",,7","34",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-24",,,"37",",,7","28",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-25",,,"28",",,7","16",",,7","21",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-26",,,"41",",,7","19",",,7","38",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-27",,,"44",",,7","28",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-28",,,"52",",,7","26",",,7","36",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-29",,,"52",",,7","30",",,7","39",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-30",,,"49",",,7","30",",,7","30",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2013-12-31",,,"32",",,7","24",",,7","24",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-01",,,"45",",,7","24",",,7","32",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-02",,,"49",",,7","25",",,7","25",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-03",,,"29",",,7","14",",,7","14",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-04",,,"27",",,7","14",",,7","20",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-05",,,"39",",,7","20",",,7","20",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-06",,,"50",",,7","3",",,7","3",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-07",,,"19",",,7","-3",",,7","-2",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-08",,,"16",",,7","-3",",,7","16",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-09",,,"35",",,7","11",",,7","30",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-10",,,"42",",,7","29",",,7","36",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-11",,,"55",",,7","36",",,7","55",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-12",,,"55",",,7","38",",,7","40",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-13",,,"52",",,7","34",",,7","49",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-14",,,"53",",,7","46",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-15",,,"51",",,7","28",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-16",,,"33",",,7","19",",,7","19",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-17",,,"37",",,7","19",",,7","33",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-18",,,"36",",,7","16",",,7","18",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-19",,,"36",",,7","17",",,7","35",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-20",,,"40",",,7","26",",,7","39",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-21",,,"53",",,7","37",",,7","38",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-22",,,"38",",,7","10",",,7","10",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-23",,,"11",",,7","4",",,7","6",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-24",,,"25",",,7","1",",,7","24",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-25",,,"25",",,7","22",",,7","22",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-26",,,"40",",,7","22",",,7","22",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-27",,,"53",",,7","17",",,7","17",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-28",,,"50",",,7","5",",,7","5",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-29",,,"15",",,7","5",",,7","8",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-30",,,"28",",,7","4",",,7","16",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-01-31",,,"30",",,7","16",",,7","16",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-01",,,"43",",,7","16",",,7","43",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-02",,,"61",",,7","34",",,7","34",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-03",,,"51",",,7","29",",,7","29",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-04",,,"36",",,7","23",",,7","23",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-05",,,"34",",,7","23",",,7","34",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-06",,,"34",",,7","26",",,7","26",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-07",,,"26",",,7","11",",,7","11",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-08",,,"21",",,7","6",",,7","18",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-09",,,"29",",,7","18",",,7","29",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-10",,,"32",",,7","24",",,7","24",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-11",,,"25",",,7","5",",,7","5",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-12",,,"26",",,7","5",",,7","14",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-13",,,"30",",,7","14",",,7","19",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-14",,,"43",",,7","19",",,7","33",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-15",,,"33",",,7","19",",,7","25",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-16",,,"31",",,7","19",",,7","29",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-17",,,"39",",,7","25",",,7","25",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-18",,,"44",",,7","25",",,7","39",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-19",,,"58",",,7","35",",,7","54",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-20",,,"57",",,7","45",",,7","45",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-21",,,"72",",,7","41",",,7","41",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-22",,,"51",",,7","40",",,7","40",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-23",,,"62",",,7","33",",,7","33",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-24",,,"44",",,7","25",",,7","25",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-25",,,"42",",,7","22",",,7","22",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-26",,,"39",",,7","22",",,7","27",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-27",,,"28",",,7","17",",,7","21",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-02-28",,,"32",",,7","12",",,7","14",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-01",,,"43",",,7","14",",,7","14",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-02",,,"56",",,7","14",",,7","34",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-03",,,"48",",,7","19",",,7","19",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-04",,,"25",",,7","11",",,7","11",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-05",,,"36",",,7","11",",,7","23",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-06",,,"44",",,7","23",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-07",,,"48",",,7","26",",,7","34",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-08",,,"62",",,7","29",",,7","40",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-09",,,"63",",,7","37",",,7","38",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-10",,,"51",",,7","28",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-11",,,"68",",,7","46",",,7","51",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-12",,,"78",",,7","46",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-13",,,"46",",,7","25",",,7","25",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-14",,,"42",",,7","22",",,7","38",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-15",,,"65",",,7","36",",,7","49",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-16",,,"67",",,7","41",",,7","41",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-17",,,"51",",,7","28",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-18",,,"45",",,7","28",",,7","38",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-19",,,"53",",,7","36",",,7","48",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-20",,,"58",",,7","45",",,7","45",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-21",,,"60",",,7","30",",,7","45",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-22",,,"73",",,7","41",",,7","53",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-23",,,"60",",,7","39",",,7","39",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-24",,,"48",",,7","28",",,7","28",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-25",,,"46",",,7","27",",,7","31",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-26",,,"40",",,7","25",",,7","25",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-27",,,"40",",,7","20",",,7","38",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-28",,,"51",",,7","27",",,7","51",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-29",,,"64",",,7","27",",,7","48",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-30",,,"64",",,7","37",",,7","37",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-03-31",,,"58",",,7","37",",,7","41",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-01",,,"71",",,7","36",",,7","61",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-02",,,"80",",,7","53",",,7","53",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-03",,,"66",",,7","51",",,7","54",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-04",,,"67",",,7","54",",,7","61",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-05",,,"62",",,7","46",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-06",,,"54",",,7","38",",,7","45",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-07",,,"62",",,7","39",",,7","53",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-08",,,"64",",,7","44",",,7","44",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-09",,,"63",",,7","43",",,7","43",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-10",,,"65",",,7","43",",,7","43",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-11",,,"78",",,7","43",",,7","63",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-12",,,"77",",,7","50",",,7","50",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-13",,,"81",",,7","50",",,7","70",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-14",,,"84",",,7","64",",,7","64",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-15",,,"75",",,7","43",",,7","43",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-16",,,"45",",,7","35",",,7","36",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-17",,,"54",",,7","32",",,7","46",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-18",,,"69",",,7","39",",,7","49",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-19",,,"73",",,7","47",",,7","55",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-20",,,"75",",,7","49",",,7","52",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-21",,,"80",",,7","49",",,7","54",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-22",,,"81",",,7","52",",,7","63",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-23",,,"75",",,7","44",",,7","44",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-24",,,"65",",,7","44",",,7","52",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-25",,,"74",",,7","52",",,7","60",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-26",,,"72",",,7","51",",,7","51",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-27",,,"84",",,7","51",",,7","53",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-28",,,"79",",,7","53",",,7","63",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-29",,,"69",",,7","63",",,7","63",",,7"
"USC00154955","LOUISVILLE UPPR GAGE, KY US","38.27778","-85.79167","134.1","2014-04-30",,,"78",",,7","55",",,7","56",",,7"
